codice_iop;conferente;data_creazione;tipologia_infrastruttura;nome_infrastruttura;tipologia_opera;nome_opera;anno_entrata_esercizio;ellissoide;sistema_di_riferimento;coordinate_geografiche;regione;provincia;comune;ente_concedente;concessionario;ente_vigilante;codice_cup
FEFX5456PNRILMQF9A;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5456;PONTE;Ponte Km 93+980 linea DD;1977;WGS84;EPSG:4326;POINT (12.22582916 42.62246275); ; ; ;RFI;RFI; ; 
FEFX5456PNTYX44IMP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5456;SOTTOVIA;Sottovia Km 95+681 linea DD;1977;WGS84;EPSG:4326;POINT (12.21642608 42.63634059); ; ; ;RFI;RFI; ; 
FEFX5456PNTZEIN76A;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5456;SOTTOVIA;Sottovia Km 94+092 linea DD;1977;WGS84;EPSG:4326;POINT (12.22545777 42.62349166); ; ; ;RFI;RFI; ; 
FEFX5456PNWQW65OWC;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5456;SOTTOVIA;Sottovia Km 95+091 linea DD;1977;WGS84;EPSG:4326;POINT (12.22021665 42.63186233); ; ; ;RFI;RFI; ; 
FEFX5456PNWU4RWLEC;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5456;SOTTOVIA;Sottovia Km 94+454 linea DD;1977;WGS84;EPSG:4326;POINT (12.22396292 42.62675019); ; ; ;RFI;RFI; ; 
FEFX5459PNBV0CEEVN;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5459;SOTTOVIA;Sottovia scatolare in C.A. km 73+975;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5459PNCDOO7FWP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5459;PONTE;Ponte scat. a campate affiancate 73+761;1977;WGS84;EPSG:4326;POINT (12.34487603 42.47261976); ; ; ;RFI;RFI; ; 
FEFX5460PNGVBZ2LS0;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5460;VIADOTTO;Viad.Gallese km(60+891-61+563)m.672;1977;WGS84;EPSG:4326;POINT (12.43496306 42.38632823); ; ; ;RFI;RFI; ; 
FEFX5460PNJMR8UYRH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5460;VIADOTTO;Viad.Rio Radicale km(62+135-62+283)m.148;1977;WGS84;EPSG:4326;POINT (12.43027369 42.39190788); ; ; ;RFI;RFI; ; 
FEFX5460PNVTZDNPSN;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5460;SOTTOVIA;Sottovia km(62+385-62+395)m.10;1977;WGS84;EPSG:4326;POINT (12.44017579 42.3815256); ; ; ;RFI;RFI; ; 
FEFX5463PN0VCMNLCQ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia Tiberina ad impalcato km22,501;1977;WGS84;EPSG:4326;POINT (12.53067874 42.06261463); ; ; ;RFI;RFI; ; 
FEFX5463PN6ZYYP9TZ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia Nuova Salaria km16,974;1977;WGS84;EPSG:4326;POINT (12.52056844 42.01410794); ; ; ;RFI;RFI; ; 
FEFX5463PN7DVLU6K2;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia scatolare km 16,591;1977;WGS84;EPSG:4326;POINT (12.52019899 42.0072822); ; ; ;RFI;RFI; ; 
FEFX5463PNB7BBOFDB;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia scat.Vecchia Salaria km16,798;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5463PNEYBXZ5TU;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;VIADOTTO;Viadotto MONTEFIORE km26+645 di m.51;1977;WGS84;EPSG:4326;POINT (12.54570435 42.09697511); ; ; ;RFI;RFI; ; 
FEFX5463PNGVRYYTWD;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia ad arco km 15,872;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5463PNKGTWEYUV;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia ad scatolare km 22+326;1977;WGS84;EPSG:4326;POINT (12.5306702 42.06101272); ; ; ;RFI;RFI; ; 
FEFX5463PNMPAYKKPB;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;VIADOTTO;Viadotto CENTOVALLI km28+280 di m.275;1977;WGS84;EPSG:4326;POINT (12.5522089 42.11040361); ; ; ;RFI;RFI; ; 
FEFX5463PNMX2TJOLC;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia scatolare km 18,264;1977;WGS84;EPSG:4326;POINT (12.52019899 42.0072822); ; ; ;RFI;RFI; ; 
FEFX5463PNP3LOEI30;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia scatoalre km 20,182;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5463PNPJS6CYTE;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;VIADOTTO;Viadotto PIANAPIERINA km25+656 di m.170;1977;WGS84;EPSG:4326;POINT (12.5410898 42.08919622); ; ; ;RFI;RFI; ; 
FEFX5463PNQRTQIG4Z;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;VIADOTTO;Viadotto Settebagni ad impalcato km17-18;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5463PNRQWYUEI3;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;PONTE;Ponte ad impalcato sul tevere km20,530;1977;WGS84;EPSG:4326;POINT (12.52019899 42.0072822); ; ; ;RFI;RFI; ; 
FEFX5463PNRS5GI2PF;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;PONTE;Ponte ad arco km. 15+150 di m. 8;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5463PNS5ZE6J23;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia scatolare km 18,475 DD;1977;WGS84;EPSG:4326;POINT (12.52019899 42.0072822); ; ; ;RFI;RFI; ; 
FEFX5463PNSQPCCKIE;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia scatolare km 21,187;1977;WGS84;EPSG:4326;POINT (12.52019899 42.0072822); ; ; ;RFI;RFI; ; 
FEFX5463PNT7HXR1CE;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;VIADOTTO;Viadotto VACCHERECCIA km26+770 di m. 187;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5463PNTMSU4MCH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia ad impalcato km 19,388;1977;WGS84;EPSG:4326;POINT (12.52019899 42.0072822); ; ; ;RFI;RFI; ; 
FEFX5463PNV9HO5LKI;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;VIADOTTO;Viadotto PANTANELLE km 29+727 di m. 442;1977;WGS84;EPSG:4326;POINT (12.52019899 42.0072822); ; ; ;RFI;RFI; ; 
FEFX5463PNXHE1LDN6;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;VIADOTTO;Viadotto MORLUPO km28+717 di m. 350;1977;WGS84;EPSG:4326;POINT (12.52019899 42.0072822); ; ; ;RFI;RFI; ; 
FEFX5463PNZTYMPUSM;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5463;SOTTOVIA;Sottovia scatolare km 18,953;1977;WGS84;EPSG:4326;POINT (12.52019899 42.0072822); ; ; ;RFI;RFI; ; 
FEFX5467PNJNUHPFGG;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5467;PONTE;Ponte Km 160+610;1862;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5468PN5I61TDEL;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;PONTE;Ponte Km 1+085 inter. Pari;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5468PN8381MUOQ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;SOTTOVIA;Sottovia - Km. 0+902 inter. Pari;1977;WGS84;EPSG:4326;POINT (11.971129 42.9362234); ; ; ;RFI;RFI; ; 
FEFX5468PNA5HLC3Y0;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;SOTTOVIA;Sottovia - Km. 0+838 inter. Pari;1977;WGS84;EPSG:4326;POINT (11.971129 42.9362234); ; ; ;RFI;RFI; ; 
FEFX5468PNEHCSIKMS;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;PONTE;Ponte Km 1+088 inter. Dispari;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5468PNIEGBWWUL;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;PONTE;Ponte Km 0+632 inter. Dispari;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5468PNIFSPS831;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;PONTE;Ponte Km 0+632 inter. Pari;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5468PNLDSFYFNL;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;PONTE;Ponte Km 0+442 inter. Pari;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5468PNRXRZR4KF;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;PONTE;Ponte Km 0+170 inter. Pari;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5468PNUVDFVBQ0;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;SOTTOVIA;Sottovia - Km. 0+900 inter. Dispari;1977;WGS84;EPSG:4326;POINT (11.971129 42.9362234); ; ; ;RFI;RFI; ; 
FEFX5468PNUYJI1OQS;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;PONTE;Ponte Km 0+443 inter. Dispari;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5468PNVE642SQB;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;SOTTOVIA;Sottovia - Km. 0+818 inter. Dispari;1977;WGS84;EPSG:4326;POINT (11.971129 42.9362234); ; ; ;RFI;RFI; ; 
FEFX5468PNX3I3X6ZB;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5468;PONTE;Ponte - Km. 0+145 inter. Dispari;1977;WGS84;EPSG:4326;POINT (11.971129 42.9362234); ; ; ;RFI;RFI; ; 
FEFX5469PNDYZGBDJN;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5469;VIADOTTO;Viadotto Km 0+964 Interc. Dispari;1977;WGS84;EPSG:4326;POINT (12.06825478 42.75306059); ; ; ;RFI;RFI; ; 
FEFX5469PNFKEDRSJH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5469;PONTE;Ponte km. 0+825 Interc. Dispari;1977;WGS84;EPSG:4326;POINT (12.0602048 42.75818519); ; ; ;RFI;RFI; ; 
FEFX5469PNLKPK82FS;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5469;PONTE;Ponte km. 0+720 Interc. Pari;1977;WGS84;EPSG:4326;POINT (12.0602048 42.75818519); ; ; ;RFI;RFI; ; 
FEFX5470PN0ES7P4SY;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;PONTE;Ponti met.Albergo la Nona Km.127+513 LL;1865;WGS84;EPSG:4326;POINT (12.10013917 42.73366259); ; ; ;RFI;RFI; ; 
FEFX5470PN0ZC9RZNH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;SOTTOVIA;Sottovia Km 125+338 linea LL;1865;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5470PN1L5BSAWR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;PONTE;Ponti metallici  Romealla  Km.128+838 LL;1865;WGS84;EPSG:4326;POINT (12.08729733 42.7415245); ; ; ;RFI;RFI; ; 
FEFX5470PN3DWSAADW;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;SOTTOVIA;Sottovia Km 126+504 linea LL;1865;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5470PN6HHYZN8K;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;PONTE;Ponte Km 127+541 linea LL;1865;WGS84;EPSG:4326;POINT (12.1274073 42.7233798); ; ; ;RFI;RFI; ; 
FEFX5470PNCLENJPBH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;SOTTOVIA;Sottovia Km 126+809 linea LL;1865;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5470PNCV4X5T68;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;SOTTOVIA;Sottovia Km 129+625 linea LL;1865;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5470PNITOLHEWS;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;SOTTOVIA;Sottovia Km 125+828 linea LL;1865;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5470PNPUNVQZKI;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;SOTTOVIA;Sottovia Km 128+101 linea LL;1865;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5470PNQHNYJT5V;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;SOTTOVIA;Sottovia Km 127+243 linea LL;1865;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5470PNU3OSA2FA;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;SOTTOVIA;Sottovia Km 126+187 linea LL;1865;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5470PNXIVV6EKU;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5470;SOTTOVIA;Sottovia Km 126+992 linea LL;1865;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5471PN1L2SWY6R;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5471;SOTTOVIA;Sottovia Km 123+022 linea LL;1874;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5471PNCHREOHIC;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5471;SOTTOVIA;Sottovia Km 124+186 linea LL;1874;WGS84;EPSG:4326;POINT (12.1467799 42.7139198); ; ; ;RFI;RFI; ; 
FEFX5471PNIZMOVDIA;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5471;SOTTOVIA;Sottovia Km 123+514 linea LL;1874;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5471PNMUXLFYBK;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5471;SOTTOVIA;Sottovia Km 124+630 linea LL;1874;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5471PNN74L7W37;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5471;SOTTOVIA;Sottovia Km 124+503 linea LL;1874;WGS84;EPSG:4326;POINT (12.1467799 42.7139198); ; ; ;RFI;RFI; ; 
FEFX5471PNPTZXVD0N;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5471;SOTTOVIA;Sottovia Km 124+237 linea LL;1874;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5471PNPVMBFC0D;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5471;PONTE;Ponte Km 124+605 linea LL;1874;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5471PNUXOGOWBJ;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5471;PONTE;Ponte Km 122+982 linea LL;1874;WGS84;EPSG:4326;POINT (12.1467799 42.7139198); ; ; ;RFI;RFI; ; 
FEFX5473PNGGDSJB5I;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5473;SOTTOVIA;Sottovia scatolare in C.A. Disp km 0+880;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5473PNZFVIUYRH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5473;SOTTOVIA;Sottovia scatolare in C.A. Disp km 0+485;1977;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5640PNEFMLEVTU;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5640;SOTTOVIA;Sottovia Km. 26+701;1892;WGS84;EPSG:4326;POINT (12.72831839 41.8327555); ; ; ;RFI;RFI; ; 
FEFX5640PNX8W62OOR;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5640;SOTTOVIA;Sottovia Km. 27+198;1892;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5641PN4AVV4VND;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5641;SOTTOVIA;SOTTOVIA KM. 28+575;1892;WGS84;EPSG:4326;POINT (12.75941195 41.83726803); ; ; ;RFI;RFI; ; 
FEFX5641PNCRXZRGTW;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5641;SOTTOVIA;Sottovia KM. 32+737;1892;WGS84;EPSG:4326;POINT (12.80603105 41.8293183); ; ; ;RFI;RFI; ; 
FEFX5641PNOGODTBNE;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5641;SOTTOVIA;Sottovia KM. 30+603;1892;WGS84;EPSG:4326;POINT (12.75599349 41.8385708); ; ; ;RFI;RFI; ; 
FEFX5641PNTAMWQE4A;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5641;SOTTOVIA;Sottovia KM. 33+137;1892;WGS84;EPSG:4326;POINT (12.81064729 41.82957932); ; ; ;RFI;RFI; ; 
FEFX5641PNUEMFCLCD;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5641;PONTE;PONTE KM. 32+212;1892;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5642PNWS6JSWIX;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5642;PONTE;Ponte  KM. 38+950;1892;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5643PN4LMAIRF3;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5643;PONTE;Ponte ( ss Lariana) km 45+163;1892;WGS84;EPSG:4326;POINT (12.91914449 41.77430697); ; ; ;RFI;RFI; ; 
FEFX5643PN6QC6V6NT;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5643;PONTE;Ponte KM. 43+251;1892;WGS84;EPSG:4326;POINT (12.8897851 41.7830682); ; ; ;RFI;RFI; ; 
FEFX5643PN8XDY5U5S;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5643;PONTE;Ponte  KM. 43+574;1892;WGS84;EPSG:4326;POINT (12.8897851 41.7830682); ; ; ;RFI;RFI; ; 
FEFX5643PNXJBH281A;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5643;SOTTOVIA;Sottovia  KM. 44+506;1892;WGS84;EPSG:4326;POINT (12.91162793 41.77550925); ; ; ;RFI;RFI; ; 
FEFX5644PN42EVP1GG;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5644;PONTE;Ponte  KM. 47+202;1892;WGS84;EPSG:4326;POINT (12.94154489 41.77056144); ; ; ;RFI;RFI; ; 
FEFX5644PN5TVATP1J;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5644;SOTTOVIA;Sottovia  KM. 45+775;2007;WGS84;EPSG:4326;POINT (12.9261207 41.77431654); ; ; ;RFI;RFI; ; 
FEFX5644PNBM70ZELP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5644;SOTTOVIA;Sottovia  KM. 50+099;1892;WGS84;EPSG:4326;POINT (12.97198137 41.76265358); ; ; ;RFI;RFI; ; 
FEFX5644PNI5OSOFPV;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5644;SOTTOVIA;Sottovia  KM. 50+017;1892;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5644PNKFBH1VFH;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5644;SOTTOVIA;Sottovia  KM. 47+820;1892;WGS84;EPSG:4326;POINT (12.948409 41.76963331); ; ; ;RFI;RFI; ; 
FEFX5644PNMO4NDFQA;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5644;PONTE;Ponte  KM. 46+409;1892;WGS84;EPSG:4326;POINT (12.9236884 41.774293); ; ; ;RFI;RFI; ; 
FEFX5644PNPP8BM6D6;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5644;SOTTOVIA;Sottovia  KM. 50+826;1892;WGS84;EPSG:4326;POINT (12.9236884 41.774293); ; ; ;RFI;RFI; ; 
FEFX5644PNVJ83X0ZI;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5644;SOTTOVIA;Sottovia  KM. 45+330;1892;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5644PNXC3RQNBK;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5644;PONTE;Ponte  KM. 52+696;1892;WGS84;EPSG:4326;POINT (12.9236884 41.774293); ; ; ;RFI;RFI; ; 
FEFX5644PNXVMWBMUN;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5644;SOTTOVIA;Sottovia  KM. 48+920;1892;WGS84;EPSG:4326;POINT (12.96065267 41.76886154); ; ; ;RFI;RFI; ; 
FEFX5645PNCSVZ6DJP;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5645;PONTE;Ponte  KM. 60+724;1862;WGS84;EPSG:4326;POINT (13.00298519 41.74005929); ; ; ;RFI;RFI; ; 
FEFX5645PNFSZNYJVF;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5645;PONTE;Ponte  KM. 59+912;1862;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5645PNHJ06HRUL;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5645;SOTTOVIA;Sottovia  KM. 57+185;1862;WGS84;EPSG:4326;POINT (16.2788611 41.3152336); ; ; ;RFI;RFI; ; 
FEFX5645PNJ7BYQLWO;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5645;PONTE;Ponte (Cavozze) km 54+406;1862;WGS84;EPSG:4326;POINT (13.01072783 41.7350441); ; ; ;RFI;RFI; ; 
FEFX5645PNM9RLSAIA;Rete Ferroviaria Italiana - Società per Azioni;18/02/2020;FERROVIA_FONDAMENTALE;TR5645;SOTTOVIA;Sottovia  KM. 60+159;1862;WGS84;EPSG:4326;POINT (13.07398034 41.72414805); ; ; ;RFI;RFI; ; 
