source_id;event_id;source_role;source_type;source_title;source_url;publication_date;access_date;language;notes
SRC0567;B00.10.06;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0568;B00.10.06;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0569;B00.10.07;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0570;B00.10.07;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0571;B00.10.07;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0572;B00.10.08;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0573;B00.10.08;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0574;B00.10.08;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0575;B00.10.09;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0576;B00.10.09;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0577;B00.10.09;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0578;B00.10.10;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0579;B00.10.10;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0580;B00.10.10;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0581;B00.10.11;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0582;B00.10.11;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0583;B00.10.11;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0584;B00.10.12;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0585;B00.10.12;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0586;B00.10.12;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0587;B00.10.13;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0588;B00.10.13;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0589;B00.10.13;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0590;B00.10.14;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0591;B00.10.14;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0592;B00.10.14;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0593;B00.10.15;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0594;B00.10.15;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0595;B00.10.15;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0596;B00.10.16;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0597;B00.10.16;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0598;B00.10.16;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0599;B00.10.17;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0600;B00.10.17;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0601;B00.10.17;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0602;B00.10.18;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0603;B00.10.18;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0604;B00.10.18;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0605;B00.10.19;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0606;B00.10.19;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0607;B00.10.19;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0608;B00.10.20;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0609;B00.10.20;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0610;B00.10.20;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0611;B00.10.21;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0612;B00.10.21;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0613;B00.10.21;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0614;B00.10.22;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0615;B00.10.22;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0616;B00.10.22;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0617;B00.10.23;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0618;B00.10.23;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0619;B00.10.23;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0620;B00.10.24;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0621;B00.10.24;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0622;B00.10.24;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0623;B00.10.25;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0624;B00.10.25;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0625;B00.10.25;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0626;B00.10.26;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0627;B00.10.26;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0628;B00.10.26;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0629;B00.10.27;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0630;B00.10.27;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0631;B00.10.27;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
SRC0632;B00.10.28;Official/Technical;ARPA Piemonte;Evento alluvionale regionale 13-16 ottobre 2000 – monografia ufficiale;https://www.arpa.piemonte.it/sites/default/files/media/2023-10/Ev2000-2002tot.pdf;2002-10-16;2026-05-22;IT;Official ARPA Piemonte monograph documenting the 13-16 October 2000 catastrophic flood across 50% of Piemonte, listing all bridge collapses by valley: Stura di Lanzo, Orco, Soana, Chisone, Dora Baltea, Dora Riparia, Sangone, Po. Confirms 1,800+ damage events and multiple total bridge collapses.
SRC0633;B00.10.28;News;ANSA;10 anni fa alluvione Nord-Ovest, fu inferno d'acqua – Piemonte e Valle d'Aosta;https://www.ansa.it/web/notizie/photostory/primopiano/2010/10/13/visualizza_new.html_1733456299.html;2010-10-13;2026-05-22;IT;ANSA 10th anniversary special report documenting the October 2000 alluvione, listing bridge collapses and road damage across Piemonte and Valle d'Aosta valleys including Orco, Dora Baltea, Stura di Lanzo and Chisone.
SRC0634;B00.10.28;Scientific;Journal Paper;Bridge collapses in Italy across the 21st century: survey and statistical analysis;https://doi.org/10.1080/15732479.2025.2483500;2025-01-01;2026-05-22;EN;Peer-reviewed paper including this hydraulic bridge collapse in its systematic survey of Italian bridge failures.
