event_id;event_slug;date;municipality;province;region;latitude;longitude;bridge_crossing_type;bridge_crossing_name;destination_use;collapse_severity;victims;injuries;triggered;cause_category;specific_cause;source_confidence;exact_location;bridge_name;structural_type;material_type;construction_year;curation_level;description
B14.07.01;licata-2014;2014-07-07;Licata;Agrigento;Sicilia;37.1685;13.9476;urban area;Municipality of Licata;National;TC;0;4;FALSE;Human-induced;Design and Construction;High;TRUE;Viadotto Petrulla;Beam bridge;Prestressed concrete;;Standard;Total collapse of a span of the Viadotto Petrulla on the SS626 national road in the contrada Petrulla, territory of Licata (Agrigento, Sicily) on 7 July 2014. The bridge deck collapsed downward from a height of approximately 4 metres due to sudden failure of the prestressed concrete carrying beams, splintering at mid-span. Two vehicles were involved in the incident: four people sustained minor injuries, including a pregnant woman who was airlifted to hospital in Caltanissetta as a precaution. ANAS immediately established an internal investigation commission. The Procura di Agrigento opened a criminal investigation. The event was subsequently cited by CNR-ITC as a significant example of prestressed concrete failure in Italian bridge infrastructure, comparable to the later Fossano (2017) collapse.
B14.07.02;roma-2014;2014-07-24;Roma;Roma;Lazio;41.963936;12.489246;road;SS3;Cycle-pedestrian;TC;0;0;TRUE;Human-induced;Impact;High;TRUE;;Overpass;Reinforced concrete;;Standard;Total collapse of a cycle-pedestrian bridge over the SS3 Via Flaminia national road near Rome (Lazio) on 24 July 2014, caused by the impact of a heavy goods vehicle with an oversized load that struck the underside of the bridge while travelling on the road below. No fatalities or injuries were reported as the bridge was unoccupied at the time. The collapse interrupted the SS3 Via Flaminia and prompted closure for structural assessment of similar structures in the area.
B14.08.01;moggio-udinese-2014;2014-08-13;Moggio Udinese;Udine;Friuli-Venezia Giulia;46.4069;13.1994;waterway;Aupa stream;Municipal;PC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge over the Aupa stream near Moggio Udinese (Udine, Friuli-Venezia Giulia) on 13 August 2014, caused by hydraulic forces during a summer flood event. The Aupa is a mountain stream in the Carnia Alps known for flash flooding following intense summer storms. No fatalities or injuries were reported.
B14.09.01;casalfiumanese-2014;2014-09-20;Casalfiumanese;Bologna;Emilia-Romagna;44.2374;11.5179;waterway;Santerno river;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Santerno river near Casalfiumanese (Bologna, Emilia-Romagna) on 20 September 2014, triggered by hydraulic forces during autumn flooding. The Santerno, flowing from the Apennines through the Imola area, is prone to flash flooding in autumn. No fatalities or injuries were reported.
B14.10.01;parma-2014;2014-10-13;Parma;Parma;Emilia-Romagna;44.7868;10.3171;waterway;Baganza stream;Cycle-pedestrian;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a cycle-pedestrian bridge over the Baganza stream in Parma (Emilia-Romagna) on 13 October 2014, triggered by the flooding of the Baganza during the major rainfall event that struck the Parma area. The Baganza, a tributary of the Parma torrent, overflowed its banks causing significant infrastructure damage. No fatalities or injuries were reported.
B14.11.01;trasta-2014;2014-11-10;Trasta;Genova;Liguria;44.4594;8.8852;waterway;Rio Ciliegio;Cycle-pedestrian;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a cycle-pedestrian bridge over the Rio Ciliegio near Trasta, a fraction of Genova (Liguria) on 10 November 2014, triggered by the major flash flood that struck the Genova area — the second catastrophic alluvione in three years after the deadly 2011 event. The Rio Ciliegio is a minor stream in the Genova hinterland that overflowed during the event, which caused 1 death and widespread infrastructure damage across the city. No fatalities directly attributed to this specific collapse.
B14.11.02;ventimiglia-2014;2014-11-15;Ventimiglia;Imperia;Liguria;43.8224;7.5775;waterway;Bevera stream;Municipal;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge over the Bevera stream near Ventimiglia (Imperia, Liguria) on 15 November 2014, caused by the extreme hydraulic event that struck the Liguria di Ponente. Ventimiglia and the Bevera valley were severely affected by flooding during the November 2014 Liguria rainfall events. No fatalities or injuries were reported.
B14.11.03;salice-terme-2014;2014-11-16;Salice Terme;Pavia;Lombardia;44.9187;9.0295;waterway;Staffora stream;Municipal;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge over the Staffora stream at Salice Terme, fraction of Godiasco Salice Terme (Pavia, Lombardy) on 16 November 2014, caused by flooding of the Staffora during the November 2014 northern Italy rainfall event. The Staffora, flowing through the Oltrepò Pavese, overflowed causing infrastructure damage in the Pavia area. No fatalities or injuries were reported.
B14.12.01;mezzojuso-2014;2014-12-30;Mezzojuso;Palermo;Sicilia;37.892697;13.461;valley;Municipality of Mezzojuso;National;TC;0;0;FALSE;Human-induced;Design and Construction;High;TRUE;Viadotto Scorciavacche;Viaduct;Reinforced concrete;2014;Flagship;"Total collapse of the Viadotto Scorciavacche on the SS189 Palermo-Agrigento expressway near Mezzojuso (Palermo, Sicily) on 30 December 2014, exactly seven days after its inauguration. The viaduct had been opened without the required structural testing and certification (collaudo), with ANAS having moved the inauguration forward by three months. The structure, built on unstable terrain, failed within a week of opening to traffic. The collapse was a major national scandal: Prime Minister Matteo Renzi expressed public outrage; the Procura di Termini Imerese opened an investigation for attentato alla sicurezza dei trasporti and falso, indicting the ex-ANAS president Pietro Ciucci and several ANAS directors. After years of procedural battles, most charges were declared prescribed in 2023; in January 2025 the remaining defendants were acquitted. No fatalities or injuries were reported as the viaduct failed without vehicles in transit."
B15.03.02;cerami-2015;2015-03-14;Cerami;Enna;Sicilia;37.777473;14.494313;waterway;Cerami river;Cycle-pedestrian;PC;0;0;FALSE;Human-induced;Material;Medium;TRUE;Ponte di Cicerone;Arch bridge;Masonry;;Standard;Partial collapse of a cycle-pedestrian bridge over the Cerami river near Cerami (Enna, Sicily) on 14 March 2015, caused by structural deterioration in the absence of adequate maintenance. No fatalities or injuries were reported. Cerami has a notable medieval arch bridge of the XII century over the Cerami river, but this event relates to a separate structure in the same area. Limited documentation available for this specific event.
B15.03.01;laino-borgo-2015;2015-03-03;Laino Borgo;Cosenza;Calabria;39.943442;15.960189;valley;Municipality of Laino Borgo;Motorway;TC;1;0;TRUE;Human-induced;Impact;High;TRUE;Viadotto Italia;Viaduct;Steel;1969;Flagship;"Total collapse of approach span no. 13 (Reggio Calabria side) of the Viadotto Italia on the A3/A2 del Mediterraneo motorway between Laino Borgo and Mormanno (Cosenza, Calabria) on 2 March 2015 at approximately 17:00, during demolition works as part of the Macrolotto 3.2 motorway widening programme. The steel span, found to lack fixings on both supports, slid off pier 12 and fell approximately 80 metres into the Lao gorge below. One worker — Adrian Ionel Miholca, 25, Romanian national of Nitrex Srl — was carried down with the span and died on impact. The Procura di Castrovillari sequestered the entire viaduct; the A3 between Laino Borgo and Mormanno remained closed for several months, effectively isolating Calabria from the rest of Italy along the main north-south motorway axis. ANAS established an internal inquiry commission. The Viadotto Italia, designed with consultancy of Riccardo Morandi and inaugurated in 1969, was at the time the highest bridge in Italy (240m above the valley floor) and had been Europe's highest until 2004."
B15.03.03;enna-2015;2015-03-28;Enna;Enna;Sicilia;37.571078;14.286953;valley;Enna's panoramic road;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Viaduct;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge on the panoramic road of Enna (Sicily) on 28 March 2015, triggered by hydraulic phenomena during spring rainfall. No fatalities or injuries were reported. Enna's hilly terrain makes the provincial road network particularly vulnerable to hydraulic and landslide events during the rainy season.
B15.04.01;himera-scillato-2015;2015-04-10;Scillato;Palermo;Sicilia;37.857;13.906;waterway;Grande river;Motorway;TC;0;0;TRUE;Natural;Landslide;High;TRUE;Viadotto Himera;Viaduct;Reinforced concrete;1970;Flagship;Total collapse and severe deformation of the Himera motorway viaduct near Scillato (Sicily) on 10 April 2015 caused by a large landslide affecting the foundation area and surrounding slope. The event interrupted a major motorway connection in Sicily without causing fatalities or injuries.
B15.09.01;bobbio-2015;2015-09-14;Bobbio;Piacenza;Emilia-Romagna;44.7949;9.4141;waterway;Trebbia river;National;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;"Total collapse of a national road bridge over the Trebbia river near Bobbio (Piacenza, Emilia-Romagna) on 14 September 2015, triggered by the severe flooding of the Trebbia during intense late-summer rainfall. The Trebbia is known for its powerful flash floods in the upper valley. No fatalities or injuries were reported. The medieval Ponte Gobbo (humpback bridge), a symbol of Bobbio, survived the event despite heavy flooding around it; the collapsed structure was a modern RC road bridge."
B15.10.01;circello-2015;2015-10-15;Circello;Benevento;Campania;41.3707;14.7882;waterway;Tammarecchia river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte Tammarecchia;Beam bridge;Masonry;;Standard;"Total collapse of the Ponte Tammarecchia on the SP ex-SS 625 between Campolattaro and Circello (Benevento, Campania) on 15 October 2015, triggered by the catastrophic flash flood that struck the Sannio region — one of the most severe hydraulic events ever recorded in the province. The masonry pillar was swept away by the Tammarecchia river in full spate, isolating the Alto Tammaro area and cutting off several communities. One of 5 bridges in Circello alone destroyed in the event. The Esercito Italiano deployed Bailey bridge technology; a provisional crossing was installed within months. A permanent replacement bridge (€950,000) was inaugurated in 2018. No fatalities directly attributed to this specific collapse."
B15.10.02;morcone-2015;2015-10-15;Morcone;Benevento;Campania;41.3289;14.7653;waterway;Tammarecchia river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Tammarecchia river near Morcone (Benevento, Campania) on 15 October 2015, during the catastrophic flash flood that struck the Sannio region. The bridge was one of multiple structures destroyed on the same waterway during the event, which caused €1.1 billion of total damage across the province. No fatalities directly attributed to this specific collapse.
B15.10.03;cautano-2015;2015-10-15;Cautano;Benevento;Campania;41.1361;14.6333;waterway;Jenga stream;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte Jenga;Beam bridge;Reinforced concrete;;Standard;Total collapse of the Ponte Jenga on SP109 over the Jenga stream between Campoli Monte Taburno and Cautano (Benevento, Campania) on 15 October 2015, triggered by the catastrophic Benevento flood event. The Provincia di Benevento approved a reconstruction project of €950,000 for the new bridge. No fatalities directly attributed to this specific collapse.
B15.10.04;casalduni-2015;2015-10-15;Casalduni;Benevento;Campania;41.2615;14.7016;waterway;Alente river;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of the bridge on SP95 (Malepara) over the Alente river connecting Casalduni with the SS88 (Benevento, Campania) on 15 October 2015, during the catastrophic Sannio flood event. Casalduni was left completely isolated, without water and electricity, following the collapse. The Esercito Italiano deployed Bailey bridge technology for emergency access. Reconstruction project approved for €570,000. No fatalities directly attributed to this specific collapse.
B15.10.05;baselice-2015;2015-10-19;Baselice;Benevento;Campania;41.4015;14.9459;waterway;Cervaro stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Cervaro stream near Baselice (Benevento, Campania) on 19 October 2015, triggered by hydraulic phenomena associated with the continuing effects of the October 2015 Sannio flood event. Baselice was among the municipalities damaged during the emergency in which the Esercito Italiano intervened. No fatalities or injuries were reported.
B15.11.01;marina-di-caulonia-2015;2015-11-01;Marina di Caulonia;Reggio Calabria;Calabria;38.348;16.4729;waterway;Allaro river;National;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte Allaro;Beam bridge;Reinforced concrete;;Standard;"Total collapse of the northbound carriageway of the Ponte Allaro on the SS106 Jonica national road near Marina di Caulonia (Reggio Calabria, Calabria) on 1 November 2015, during the major flood that struck the Locride area (the 'alluvione della Locride', 31 October–2 November 2015). The Allaro river overwhelmed the bridge, causing the collapse of the 'ponte monarchico' (the older of the two parallel structures). The remaining partial structure was demolished on 6 November 2015 for safety reasons. ANAS appaltò reconstruction works of €2.5 million in December 2016; the new bridge was opened in December 2020. No fatalities directly attributed to this specific bridge collapse (though the broader flood claimed multiple victims in the area)."
B16.03.01;stigliano-2016;2016-03-18;Stigliano;Matera;Basilicata;40.3342;16.3132;waterway;Sauro stream;Provincial/Regional;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Viadotto Marrazzita;Viaduct;Reinforced concrete;;Standard;"Partial collapse of the Viadotto Marrazzita on the SP2 'Saurina' at km 4+100 near Stigliano (Matera, Basilicata) on 18 March 2016, caused by intense rainfall that saturated the roadway embankment and caused the voiding of material around a bridge abutment, opening a large sinkhole. The Provincia di Matera issued emergency ordinance n.21/2016 closing the SP2. TOTAL E&P S.p.A. funded emergency repair works; the bridge was reopened within approximately two weeks. No fatalities or injuries were reported."
B16.09.01;trivento-2016;2016-09-10;Trivento;Campobasso;Molise;41.7781;14.5707;waterway;Rivo stream;Municipal;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge over the torrente Rio in the Macchialaccavone locality of Trivento (Campobasso, Molise) on 10 September 2016, caused by an exceptional flash flood that struck the area following a violent thunderstorm. The collapse isolated several contrade including Casale San Felice, Querciapiana and Montagna, and interrupted the provincial road connecting Trivento to Campobasso for several hours. The Vigili del fuoco and Protezione Civile intervened with pumps. No fatalities or injuries were reported.
B16.10.01;annone-ss36-2016;2016-10-28;Annone di Brianza;Lecco;Lombardia;45.791;9.333;road;SS36;Provincial/Regional;TC;1;5;TRUE;Human-induced;Overload;High;TRUE;Cavalcavia di Annone;Overpass;Reinforced concrete;1965;Flagship;Total collapse of the Annone overpass over the SS36 near Lecco on 28 October 2016 triggered by the transit of an overweight heavy transport vehicle. The collapse caused one fatality and multiple injuries, interrupting a major road connection in northern Italy.
B16.11.01;bruzzano-zeffirio-2016;2016-11-18;Bruzzano Zeffirio;Reggio Calabria;Calabria;38.0041;16.084;waterway;Bruzzano stream;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of the bridge over the torrente Bruzzano on the SP65 provincial road at Bruzzano Zeffirio (Reggio Calabria, Calabria) on 18 November 2016, caused by renewed rainfall that brought down the surviving half-span of the bridge already severely damaged by the 31 October–2 November 2015 alluvione della Locride. The structure had been closed to traffic since the 2015 event. No fatalities or injuries were reported as the bridge was already interdicted. The 2016 collapse was total, completing the destruction begun a year earlier. Provincial technicians immediately began precautionary checks on an adjacent bridge.
B16.11.02;murialdo-2016;2016-11-24;Murialdo;Savona;Liguria;44.308;8.1211;waterway;Bormida stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte delle Fucine;Beam bridge;Reinforced concrete;;Standard;"Total collapse of the Ponte delle Fucine over the Bormida river at Murialdo (Savona, Liguria) on the afternoon of 24 November 2016, during the major flood event that struck Piemonte and Liguria (21-25 November 2016) with rainfall comparable to the 1994 alluvione del Piemonte. The Bormida flood sheared off the bridge span, isolating approximately 40 families in the borgate Conradi and Pallareto. The mayor declared the situation 'dramatic'; a temporary ford was installed as an emergency measure. The event prompted significant debate on bridge hydraulic design standards, as the old bridge had zero freeboard against the 200-year flood. A new 57-metre single-span steel bridge was inaugurated in October 2021 after €1.76 million of Regione Liguria funding."
B16.11.03;sanfront-2016;2016-11-24;Sanfront;Cuneo;Piemonte;44.6544;7.3242;waterway;Po river;Municipal;PC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge over the Po river near Sanfront (Cuneo, Piemonte) on 24 November 2016, triggered by the exceptional flooding of the Po during the major November 2016 Piemonte flood event. Rainfall at Piaggia (CN) exceeded 632 mm total during the event, and the Po at its upper valley sections reached extremely high levels. No fatalities or injuries were reported.
B16.11.04;monesi-di-triora-2016;2016-11-24;Monesi di Triora;Imperia;Liguria;44.0784;7.7457;waterway;Rio Bevera;Provincial/Regional;TC;0;0;TRUE;Natural;Landslide;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Rio Bevera near Monesi di Triora (Imperia, Liguria) on 24 November 2016, triggered by a landslide associated with the extreme rainfall event that struck the Liguria di Ponente — particularly the Valle Arroscia and upper Val Bormida areas, where accumulations reached 349 mm in 24 hours at Pieve di Teco. The Monesi di Triora area is in the upper Tanaro basin and was severely affected by the event. No fatalities or injuries were reported.
B16.11.05;priola-2016;2016-11-25;Priola;Cuneo;Piemonte;44.2577;8.0254;waterway;Tanaro river;Municipal;PC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of a municipal bridge over the Tanaro river near Priola (Cuneo, Piemonte) on 25 November 2016, triggered by the extreme flooding of the upper Tanaro during the major November 2016 Piemonte flood event. Tanaro levels at Garessio reached 4.88 metres, described as comparable to the catastrophic 1994 alluvione. No fatalities or injuries were reported.
B17.01.01;caulonia-marina-2017;2017-01-23;Caulonia Marina;Reggio Calabria;Calabria;38.348037;16.472968;waterway;Allaro river;National;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte Allaro;Beam bridge;Reinforced concrete;;Standard;Partial collapse of the Ponte Allaro on the SS106 Jonica national road near Caulonia Marina (Reggio Calabria, Calabria) on 23 January 2017, during a severe rainfall event that caused the Allaro river to flood. Two bridge spans on the carriageway already closed to traffic since the November 2015 flood (which had caused partial collapse of the original 'monarchico' bridge) gave way completely. ANAS had already contracted reconstruction works worth 2.5 million euros in December 2016. The SS106 remained closed in both directions. No fatalities or injuries were reported. The new bridge was finally rebuilt and reopened in December 2020 after five years of closures.
B17.03.01;camerano-2017;2017-03-09;Camerano;Ancona;Marche;43.4973;13.5643;road;SP10;Provincial/Regional;TC;2;3;FALSE;Human-induced;Design and Construction;High;TRUE;Ponte n. 167 A14;Overpass;Reinforced concrete;;Flagship;"Total collapse of bridge no. 167 on the A14 motorway at km 235+800 near Camerano (Ancona, Marche) on 9 March 2017 at approximately 13:30, during lifting operations as part of the construction of a third motorway lane. The temporary support structure failed, causing the bridge span to fall onto the open motorway carriageway below. Two people died — Emidio Diomede (60) and Antonella Viviani (54) from Spinetoli (Ascoli Piceno) — whose car was crushed by the falling deck while travelling towards the hospital; three Romanian construction workers were injured. The judicial investigation involved 22 individuals and four companies (Autostrade per l'Italia, Spea Engineering, Pavimental and Delabech), with charges of culpable homicide, culpable collapse and workplace safety violations. The MIT appointed an independent inspection commission. The engineering expert appointed by the prosecution concluded that risks had been systematically underestimated in both the design and execution phases."
B17.04.01;fossano-2017;2017-04-18;Fossano;Cuneo;Piemonte;44.5661;7.7238;road;SS231;National;TC;0;0;FALSE;Human-induced;Material;High;TRUE;Svincolo Marene tangenziale Fossano;Overpass;Reinforced concrete;1990;Standard;"Total collapse of a ramp (asta di svincolo per Marene) of the Fossano ring road on the SS231 'di Santa Vittoria' at km 61.300 near Fossano (Cuneo, Piemonte) on 18 April 2017 at approximately 15:00, involving the sudden failure of a campata without prior structural warning signs. A Carabinieri vehicle was destroyed under the collapsed structure, but the two officers — hearing structural creaking — escaped on foot moments before the collapse. No injuries. ANAS immediately commissioned an internal inquiry led by a Carabinieri general and two structural engineers; initial technical assessments pointed to 'vizi costruttivi' (construction defects) as the probable cause, as the collapse was judged anomalously sudden for a 1990s structure not under significant load. Eight people were subsequently placed under investigation by the Procura di Cuneo for culpable collapse."
B17.06.01;strambino-2017;2017-06-15;Strambino;Torino;Piemonte;45.4052;7.9041;waterway;Chiusella stream;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte di Cerone;Arch bridge;Masonry;1880;Standard;Total collapse of a municipal bridge over the Chiusella stream near Strambino (Torino, Piemonte) on 15 June 2017, caused by hydraulic forces during a flood event. The Chiusella and its confluence with the Dora Baltea near Strambino is a recurrently flood-prone area with a documented history of bridge and infrastructure damage. No fatalities or injuries were reported.
B17.09.01;quercianella-2017;2017-09-09;Quercianella;Livorno;Toscana;43.4489;10.379;waterway;Chioma river;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte foce del Chioma;Beam bridge;Reinforced concrete;;Standard;Total collapse of the municipal bridge at the mouth of the Chioma stream near Quercianella (Livorno, Tuscany) on 10 September 2017, triggered by the catastrophic flash flood that struck the Livorno area — causing 8 deaths and destroying multiple bridges and infrastructure after 250 mm of rain fell in approximately 2 hours. The Chioma stream, normally reduced to a rivulet in summer, overflowed dramatically and destroyed the bridge connecting the road to the Chioma Beach residence and marina, isolating residents. A rescue operation was mounted by the Vigili del fuoco and Protezione Civile. The bridge was rebuilt by the Comune di Rosignano Marittimo within approximately 7 months and reopened in June 2018.
B17.09.02;limoncino-2017;2017-09-10;Limoncino;Livorno;Toscana;43.5273;10.3749;waterway;Rio maggiore;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;Ponte Rio Maggiore Limoncino;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Rio Maggiore in the Limoncino locality of Livorno (Tuscany) on 10 September 2017, triggered by the catastrophic flash flood that struck the Livorno area. The Rio Maggiore, partially culverted through the city, overflowed catastrophically and destroyed the bridge on the road connecting Limoncino to Valle Benedetta, isolating hillside residential areas. The Regione Toscana, in collaboration with RFI (Rete Ferroviaria Italiana), rebuilt the bridge in approximately two weeks using railway bridge technology, reopening it on 26 September 2017 — one of the fastest bridge reconstructions ever recorded in Italy after a flood.
B17.12.01;laino-castello-2017;2017-12-07;Laino Castello;Cosenza;Calabria;39.911542;15.924839;waterway;Lao river;Municipal;TC;0;0;FALSE;Human-induced;Material;High;TRUE;Ponte Stefano Gioia;Beam bridge;Timber;2000;Standard;Total collapse of the Ponte Stefano Gioia over the Lao river near Laino Castello (Cosenza, Calabria) on 7 December 2017 at approximately 14:45. The bridge, a 70-metre glued laminated timber (glulam) structure built in 2000 by the Consorzio di Bonifica del Pollino and considered innovative at the time of its inauguration, had been closed to traffic since October 2017 due to detected structural deterioration. The collapse was attributed to complete lack of maintenance since construction, with fungal growth and wood rot having weakened the primary structural elements. The bridge connected the Campicello fraction of Laino Castello with the Nuppolara contrada of Papasidero near the Grotta del Romito, and was named after a rafting guide from Laino Borgo who died in Chile in 2010. No fatalities or injuries were reported as the structure was already closed.
B18.01.01;montirone-2018;2018-01-02;Montirone;Brescia;Lombardia;45.454811;10.214142;road;A21;Provincial/Regional;PC;0;0;TRUE;Human-induced;Fire and Explosion;High;TRUE;Cavalcavia SP 24 Montirone-Poncarale;Overpass;Reinforced concrete;;Standard;"Partial collapse (severe structural damage requiring full demolition and rebuilding) of the SP 24 overpass connecting Montirone and Poncarale over the A21 motorway near Brescia (Lombardy) on 2 January 2018, caused by a catastrophic fire ignited when a fuel tanker exploded following a chain-collision on the A21 below the bridge. Temperatures reaching 600°C severely damaged the RC beams of the entire bridge span. Six people died in the road accident itself. Structural surveys revealed concrete cores were irreparably compromised; the overpass was demolished in April 2018 and fully rebuilt by Autovia Padana, reopening in September 2019 after over 20 months of closure."
B18.02.01;forli-2018;2018-02-02;Forli;Cesena;Emilia-Romagna;44.2128;12.0276;waterway;Montone river;Cycle-pedestrian;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a cycle-pedestrian bridge over the Montone river in Forlì (Emilia-Romagna) on 2 February 2018, caused by hydraulic forces during a flood event. The Montone river, which runs through the Forlì urban park area, has a history of flooding events that have caused repeated infrastructure damage. No fatalities or injuries were reported.
B18.02.02;salemi-2018;2018-02-08;Salemi;Trapani;Sicilia;37.8067121849219;12.8577849009686;waterway;Mazaro dry riverbed;Municipal;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Arch bridge;Masonry;;Standard;Total collapse of a municipal bridge over the Mazaro dry riverbed near Salemi (Trapani, Sicily) on 8 February 2018, triggered by exceptional rainfall that caused the normally dry Mazaro riverbed to fill rapidly. Winter storms in western Sicily in February 2018 caused widespread hydraulic damage. No fatalities or injuries were reported.
B18.08.01;morandi-genoa-2018;2018-08-14;Genova;Genova;Liguria;44.426;8.8885;urban area;Municipality of Genova;Motorway;TC;43;11;FALSE;Human-induced;Material;High;TRUE;Ponte Morandi;Cable-stayed;Prestressed concrete;1967;Flagship;Total collapse of the Polcevera Viaduct (Morandi Bridge) in Genoa on 14 August 2018, involving multiple spans and causing 43 fatalities and 11 injuries. The collapse occurred without a clearly identifiable external trigger and is generally associated with structural deterioration and maintenance-related deficiencies.
B18.08.02;bologna-a14-fire-2018;2018-08-06;Bologna;Bologna;Emilia-Romagna;44.535;11.347;road;Via Emilia;Motorway;TC;0;0;TRUE;Human-induced;Fire and Explosion;High;TRUE;;Overpass;Reinforced concrete;1990;Flagship;Total collapse of an overpass along the A14 motorway interchange in Bologna on 6 August 2018 following a tanker truck explosion and intense fire. The collapse caused severe disruption to the motorway network. Casualties associated with the explosion event are not directly attributed to the structural collapse in the present database.
B18.10.01;uta-2018;2018-10-10;Uta;Cagliari;Sardegna;39.2764;8.9523;waterway;Rio Coccodi;Municipal;TC;0;0;TRUE;Natural;Hydraulic;Medium;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a municipal bridge over the Rio Coccodi near Uta (Cagliari, Sardinia) on 10 October 2018, triggered by the extreme flood that struck the Cagliari hinterland following 250 mm of rainfall in 24 hours. The same event caused the collapse of the SS195 bridge at Capoterra and forced the evacuation of 49 residents from Uta. No fatalities directly attributed to this collapse.
B18.10.02;capoterra-2018;2018-10-10;Capoterra;Cagliari;Sardegna;39.164;9.03;waterway;Rio Santa Lucia;National;PC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Partial collapse of the bridge over the Rio Santa Lucia on the SS195 Sulcitana national road connecting Cagliari to Capoterra and Pula (Sardinia) on 10 October 2018 at approximately 17:30, triggered by the overflow of the Rio Santa Lucia during an extreme rainfall event (250 mm/24h at Capoterra, half the annual average). ANAS had closed the SS195 in the hours prior to the collapse due to a large sinkhole that had opened at the Rumianca jetty area. The collapse cut the national road in two, isolating the Capoterra area. Capoterra was already known for a deadly 2008 flood. The broader event caused 1 fatality and the evacuation of 57 residents from the area. No injuries directly attributed to this specific collapse.
B18.10.03;fierozzo-sant-orsola-2018;2018-10-28;Fierozzo Sant'Orsola;Trento;Trentino-Alto Adige (Trentino-Südtirol);46.1222;11.3319;waterway;Fersina stream;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Fersina stream near Fierozzo (Trento, Trentino-Alto Adige) on 28-29 October 2018, triggered by the extreme hydraulic loading of the Tempesta Vaia storm system that struck northeastern Italy with record rainfall and wind gusts exceeding 200 km/h. The Fersina valley was severely affected by flooding and landslides during the storm. No fatalities directly attributed to this collapse.
B18.10.04;stramentizzo-2018;2018-10-29;Stramentizzo;Trento;Trentino-Alto Adige (Trentino-Südtirol);46.2396;11.419;waterway;Rio Piazzina;Provincial/Regional;TC;0;0;TRUE;Natural;Hydraulic;High;TRUE;;Beam bridge;Reinforced concrete;;Standard;Total collapse of a provincial/regional bridge over the Rio Piazzina near Stramentizzo (Trento, Trentino-Alto Adige) on 29 October 2018, caused by the extreme hydraulic forces generated by Tempesta Vaia. The Rio Piazzina, a minor tributary in the Val di Fiemme area, was overwhelmed by the record rainfall associated with the storm. No fatalities directly attributed to this collapse.
